,Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
4563,Tony Hawk's American Wasteland,GC,2005.0,Sports,0.42,76.0,26.0,7.7,15.0,T
4564,Command & Conquer 3: Tiberium Wars,X360,2007.0,Strategy,0.42,,,,,
4565,Sin and Punishment: Star Successor,Wii,2009.0,Shooter,0.42,,,,,
4566,Crash: Mind Over Mutant,PSP,2008.0,Platform,0.42,,,6.5,8.0,E10+
4567,Ben 10 Alien Force: Vilgax Attacks,DS,2009.0,Action,0.42,,,7.13,,E
4568,Famicom Mini: Super Mario Bros. 2,GBA,2004.0,Platform,0.42,,,,,
4569,Colony Wars,PS,1997.0,Simulation,0.42,91.0,12.0,7.8,12.0,E
4570,All-Star Baseball 2004,PS2,2003.0,Sports,0.42,78.0,19.0,7.5,11.0,E
4571,Big Strike Bowling,PS,2003.0,Sports,0.42,,,,,
4572,Skylanders: SuperChargers,X360,2015.0,Action,0.42,,,5.4,5.0,E10+
4573,Ben 10 Alien Force: Vilgax Attacks,PSP,2009.0,Action,0.42,,,7.13,,E10+
4574,NASCAR Thunder 2002,PS,2001.0,Racing,0.42,69.0,8.0,6.9,10.0,E
4575,Batman: Arkham Origins Blackgate,PSV,2013.0,Action,0.42,61.0,38.0,6.8,106.0,T
4576,Zone of the Enders HD Collection,PS3,2012.0,Simulation,0.42,73.0,27.0,8.0,42.0,M
4577,Grandia,SAT,1997.0,Role-Playing,0.42,,,,,
4578,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,0.42,70.0,19.0,6.7,11.0,E
4579,ESPN NHL 2K5,XB,2004.0,Sports,0.42,88.0,32.0,8.5,14.0,E
4580,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005.0,Misc,0.42,,,,,
4581,Hot Wheels World Race,PS2,2003.0,Racing,0.42,55.0,5.0,7.7,9.0,E
4582,Avatar: The Last Airbender - The Burning Earth,PS2,2007.0,Action,0.42,,,,,
4583,Superman: Shadow of Apokolips,PS2,2002.0,Action,0.42,64.0,22.0,7.2,9.0,E
4584,Trials Fusion,PS4,2014.0,Racing,0.42,79.0,51.0,7.2,244.0,E10+
4585,American Chopper,PS2,2004.0,Racing,0.42,47.0,4.0,7.5,13.0,T
4586,NASCAR Kart Racing,Wii,2009.0,Racing,0.42,70.0,12.0,8.1,9.0,E
4587,Star Wars Trilogy: Apprentice of the Force,GBA,2004.0,Action,0.42,60.0,21.0,7.13,,E
4588,Guitar Hero: Smash Hits,X360,2009.0,Misc,0.42,71.0,56.0,5.9,18.0,T
4589,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,0.42,72.0,8.0,8.0,4.0,E
4590,JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,0.42,,,,,
4591,Virtua Tennis 4: World Tour,PSV,2011.0,Sports,0.42,,,,,
4592,Arc the Lad III,PS,1999.0,Role-Playing,0.42,,,,,
4593,Just Dance: Summer Party,Wii,2011.0,Misc,0.42,,,7.13,,E10+
4594,SpongeBob's Truth or Square (US sales),DS,2009.0,Action,0.42,,,,,
4595,Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008.0,Fighting,0.42,,,,,
4596,Test Drive,XB,2002.0,Racing,0.42,71.0,16.0,8.7,10.0,T
4597,Jikkyou Powerful Pro Yakyuu 11,PS2,2004.0,Sports,0.42,,,,,
4598,Petz: Horsez 2,Wii,2007.0,Simulation,0.42,,,7.13,,E
4599,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003.0,Action,0.42,,,,,
4600,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,0.42,61.0,5.0,7.0,11.0,T
4601,Dr. Mario 64,N64,2001.0,Puzzle,0.42,,,,,
4602,Jikkyou Powerful Pro Yakyuu 6,N64,1999.0,Sports,0.42,,,,,
4603,Army Men: Sarge's Heroes 2,N64,2000.0,Shooter,0.42,,,,,
4604,Rush 2: Extreme Racing USA,N64,1998.0,Racing,0.42,,,,,
4605,NFL Blitz 2001,N64,2000.0,Sports,0.42,,,,,
4606,James Bond 007: Everything or Nothing,GC,2004.0,Shooter,0.42,84.0,41.0,8.2,25.0,T
4607,NBA Live 06,PSP,2005.0,Sports,0.42,80.0,18.0,7.6,13.0,E
4608,MLB 08: The Show,PS2,2008.0,Sports,0.42,84.0,12.0,7.3,7.0,E
4609,Horsez,DS,2006.0,Simulation,0.42,,,8.7,14.0,E
4610,Dance Dance Revolution Ultramix 2,XB,2004.0,Simulation,0.42,78.0,16.0,7.1,7.0,E
4611,Mega Man Anniversary Collection,GC,2004.0,Platform,0.42,81.0,32.0,8.8,17.0,E
4612,Crash: Mind Over Mutant,DS,2008.0,Platform,0.42,45.0,12.0,5.8,8.0,E
4613,Super Famista 4,SNES,1995.0,Sports,0.42,,,,,
4614,The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,0.42,,,,,
4615,How to Train Your Dragon,Wii,2010.0,Action,0.42,59.0,11.0,7.0,4.0,E10+
4616,Cabela's Legendary Adventures,PS2,2008.0,Sports,0.42,,,7.13,,T
4617,Story of Seasons,3DS,2014.0,Simulation,0.42,76.0,39.0,8.2,54.0,E10+
4618,Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010.0,Misc,0.42,,,,,
4619,Harry Potter and the Goblet of Fire,GC,2005.0,Action,0.42,69.0,20.0,6.3,13.0,E10+
4620,Thrillville: Off the Rails,PS2,2007.0,Strategy,0.42,70.0,11.0,1.7,30.0,E10+
4621,Metro: Last Light,PS3,2013.0,Action,0.42,80.0,23.0,8.2,508.0,
4622,NBA 2K11,PSP,2010.0,Action,0.42,,,6.4,5.0,E
4623,Mega Man X6,PS,2001.0,Action,0.42,65.0,14.0,6.8,44.0,E
4624,BloodRayne,PS2,2002.0,Shooter,0.42,75.0,18.0,8.5,26.0,M
4625,Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,0.42,,,,,
4626,Castlevania: Curse of Darkness,PS2,2005.0,Action,0.42,70.0,30.0,7.5,46.0,M
4627,NBA 2K13,Wii,2012.0,Sports,0.42,,,7.5,10.0,E
4628,International Superstar Soccer Pro '98,PS,1998.0,Sports,0.42,,,,,
4629,LEGO Rock Band,PS3,2009.0,Misc,0.42,75.0,36.0,7.6,18.0,E10+
4630,Jimmy Neutron: Boy Genius,GBA,2001.0,Platform,0.42,,,,,
4631,Black,XB,2006.0,Shooter,0.42,77.0,65.0,8.0,51.0,M
4632,Double Pack: Finding Nemo / The Incredibles,XB,2006.0,Action,0.42,,,,,
4633,Spec Ops: The Line,X360,2012.0,Shooter,0.42,76.0,59.0,8.2,319.0,M
4634,NHL Slapshot,Wii,,Sports,0.42,76.0,25.0,8.1,7.0,E
4635,Paper Mario: Color Splash,WiiU,2016.0,Role-Playing,0.42,75.0,72.0,6.8,208.0,E
4636,Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,0.42,74.0,35.0,6.8,12.0,T
4637,Vanquish,X360,2010.0,Shooter,0.42,84.0,70.0,8.4,182.0,M
4638,Solitaire Overload,DS,2007.0,Misc,0.42,,,9.2,12.0,E
4639,TRON: Evolution,PS3,2010.0,Action,0.42,58.0,47.0,6.2,28.0,T
4640,Lord of the Rings: The Third Age,XB,2004.0,Role-Playing,0.42,,,,,
4641,Pirates of the Caribbean: At World's End,PS2,2007.0,Action,0.42,54.0,10.0,7.0,10.0,T
4642,Mega Man Legends 2,PS,2000.0,Adventure,0.42,76.0,10.0,8.8,29.0,E
4643,X-Men vs. Street Fighter,PS,1997.0,Fighting,0.42,,,,,
4644,Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,0.42,66.0,58.0,7.9,53.0,T
4645,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007.0,Adventure,0.42,,,,,
4646,High Rollers Casino,PS2,2004.0,Misc,0.42,,,7.13,,E
4647,TERA,PC,,Role-Playing,0.42,77.0,41.0,6.8,742.0,M
4648,Attack on Titan: Humanity in Chains,3DS,2013.0,Action,0.42,46.0,22.0,4.5,34.0,M
4649,The Suffering,PS2,2004.0,Action,0.42,77.0,47.0,8.9,40.0,M
4650,Cyber Troopers Virtual-On,SAT,1995.0,Fighting,0.42,,,,,
4651,Star Wars Starfighter: Special Edition,XB,2001.0,Simulation,0.42,76.0,22.0,7.13,,T
4652,Animal Crossing: Amiibo Festival,WiiU,2015.0,Misc,0.41,46.0,20.0,4.4,173.0,E
4653,NBA Jam,PS2,2003.0,Sports,0.41,,,,,
4654,Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,0.41,82.0,33.0,8.9,65.0,M
4655,Just Dance 2014,PS4,2013.0,Misc,0.41,75.0,4.0,5.5,51.0,E10+
4656,Jampack Spring 2004 (RP-T),PS2,2003.0,Misc,0.41,,,,,
4657,Dexter's Laboratory Deesaster Strikes,GBA,2001.0,Adventure,0.41,,,,,
4658,NFL GameDay 2004,PS2,2003.0,Sports,0.41,65.0,25.0,8.7,6.0,E
4659,Condemned: Criminal Origins,X360,2005.0,Action,0.41,81.0,72.0,8.2,146.0,M
4660,Scooby-Doo and the Cyber Chase,GBA,2001.0,Adventure,0.41,,,,,
4661,Wheel of Fortune,DS,2010.0,Misc,0.41,,,7.13,,E
4662,Tomb Raider: The Last Revelation,PC,1998.0,Action,0.41,,,8.6,50.0,T
4663,pro evolution soccer 2011,PS2,2010.0,Sports,0.41,,,6.7,7.0,E
4664,Sega Rally Championship 2,DC,1999.0,Racing,0.41,,,,,
4665,Quake II,PS,1998.0,Shooter,0.41,,,,,
4666,Crash of the Titans,PS2,2007.0,Action,0.41,70.0,12.0,5.9,48.0,E10+
4667,EA Sports UFC 2,XOne,2016.0,Sports,0.41,76.0,42.0,6.0,77.0,T
4668,MLB 10: The Show,PS2,2010.0,Sports,0.41,,,7.13,,E
4669,Wheel of Fortune: 2nd Edition,PS,2000.0,Misc,0.41,,,,,
4670,Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,0.41,74.0,39.0,6.6,28.0,M
4671,Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009.0,Fighting,0.41,,,,,
4672,TimeShift,X360,2007.0,Shooter,0.41,70.0,58.0,7.9,63.0,M
4673,Cool Boarders 2001,PS,2000.0,Sports,0.41,56.0,10.0,7.13,,E
4674,Grudge Warriors,PS,1999.0,Action,0.41,,,,,
4675,Farming Simulator 17,PS4,2016.0,Simulation,0.41,69.0,17.0,8.7,12.0,E
4676,World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000.0,Sports,0.41,,,,,
4677,Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,0.41,80.0,43.0,7.8,62.0,T
4678,Mobile Suit Gundam,SAT,1995.0,Action,0.41,,,,,
4679,Tom Clancy's HAWX 2,PS3,2010.0,Action,0.41,70.0,30.0,6.8,19.0,T
4680,Battlefield: Hardline,PS3,2015.0,Shooter,0.41,,,5.3,81.0,M
4681,Jimmy Neutron: Boy Genius,PS2,2002.0,Platform,0.41,,,5.8,5.0,E
4682,Itadaki Street DS,DS,2007.0,Misc,0.41,,,,,
4683,X-Men: The Official Game,PS2,2006.0,Action,0.41,52.0,44.0,7.5,20.0,T
4684,Terraria,PS3,2013.0,Action,0.41,81.0,12.0,7.9,70.0,T
4685,LEGO Dimensions,XOne,2015.0,Action,0.41,80.0,12.0,6.9,27.0,E10+
4686,Football Manager Handheld 2011,PSP,2010.0,Sports,0.41,77.0,5.0,7.7,6.0,E
4687,300: March to Glory,PSP,2007.0,Action,0.41,55.0,31.0,7.1,14.0,M
4688,Marvel Super Hero Squad,DS,2009.0,Fighting,0.41,61.0,4.0,2.8,4.0,E10+
4689,Call of Duty: Modern Warfare: Mobilized,DS,2009.0,Shooter,0.41,,,,,
4690,NHL 15,XOne,2014.0,Sports,0.41,59.0,22.0,3.2,180.0,E10+
4691,E0: Enemy Zero,SAT,1996.0,Adventure,0.41,,,,,
4692,Tom Clancy's The Division,PC,2016.0,Shooter,0.41,79.0,33.0,5.8,1188.0,M
4693,Yu-Gi-Oh! GX: Tag Force 2,PSP,2007.0,Strategy,0.41,,,,,
4694,Nicktoons: Unite!,PS2,2005.0,Adventure,0.41,,,,,
4695,JumpStart: Escape from Adventure Island,Wii,2009.0,Adventure,0.41,68.0,8.0,7.13,,E
4696,Green Day: Rock Band,PS3,2010.0,Misc,0.41,76.0,41.0,6.3,24.0,T
4697,NASCAR Racing,PS,1996.0,Racing,0.41,,,,,
4698,FIFA 14,PSV,2013.0,Sports,0.41,,,1.8,69.0,E
4699,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009.0,Misc,0.41,,,,,
4700,Cars: Race-O-Rama,PSP,2009.0,Racing,0.41,,,7.13,,E
4701,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002.0,Adventure,0.41,,,,,
4702,F1 2014,PS3,2014.0,Racing,0.41,62.0,19.0,4.1,28.0,E
4703,Command & Conquer: Red Alert,PS,1997.0,Strategy,0.41,,,,,
4704,Cars: Mater-National Championship,PS3,2007.0,Racing,0.41,63.0,8.0,4.8,4.0,E
4705,Call of Duty: Black Ops II,WiiU,2012.0,Shooter,0.41,81.0,31.0,6.9,228.0,M
4706,Ogre Battle 64: Person of Lordly Caliber,N64,1999.0,Role-Playing,0.41,,,,,
4707,Superman: The New Superman Adventures,N64,1999.0,Action,0.41,,,,,
4708,Dig Dug,NES,1985.0,Puzzle,0.41,,,,,
4709,BioShock,PC,2007.0,Shooter,0.41,96.0,44.0,8.5,3606.0,M
4710,The Terminator: Dawn of Fate,PS2,2002.0,Action,0.41,58.0,17.0,5.7,18.0,T
4711,Rogue Galaxy: Director's Cut,PS2,2007.0,Role-Playing,0.41,,,,,
4712,Armored Core,PS,1997.0,Simulation,0.41,,,,,
4713,The Smurfs,DS,2011.0,Action,0.41,,,7.13,,E
4714,Densha De Go! 2,PS,1999.0,Simulation,0.41,,,,,
4715,Medal of Honor Heroes 2,Wii,2007.0,Shooter,0.41,73.0,37.0,7.6,82.0,T
4716,Top Spin 4,X360,2011.0,Sports,0.41,84.0,54.0,8.2,70.0,E
4717,James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,0.41,53.0,8.0,7.13,,T
4718,Band Hero,PS2,2009.0,Misc,0.41,,,4.4,7.0,E10+
4719,Armored Core 2: Another Age,PS2,2001.0,Simulation,0.41,75.0,16.0,8.8,30.0,T
4720,Buzz! Junior: Jungle Party,PS2,2006.0,Misc,0.41,,,,,
4721,God Eater 2: Rage Burst,PSV,2015.0,Role-Playing,0.41,,,8.1,16.0,T
4722,Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,0.41,81.0,20.0,8.7,43.0,M
4723,NBA 2K11,PS2,2010.0,Action,0.41,,,7.13,,E
4724,AKB1/48: Idol to Koishitara...,PSP,2010.0,Misc,0.41,,,,,
4725,Pro Pinball,PS,1996.0,Misc,0.41,,,,,
4726,NiGHTS: Journey of Dreams,Wii,2007.0,Platform,0.41,69.0,47.0,8.5,55.0,E
4727,'98 Koshien,PS,1998.0,Sports,0.41,,,,,
4728,Harvest Moon: Grand Bazaar,DS,2008.0,Simulation,0.41,,,,,
4729,NBA 2K9,PS2,2008.0,Sports,0.41,,,8.0,4.0,E
4730,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),GBA,2001.0,Misc,0.41,,,,,
4731,Up,PSP,2009.0,Action,0.41,,,7.13,,E
4732,Hatsune Miku: Project Diva 2nd,PSP,2010.0,Misc,0.41,,,,,
4733,Marvel: Ultimate Alliance 2,PS2,2009.0,Role-Playing,0.41,,,4.6,15.0,T
4734,Monster Jam: Urban Assault,Wii,2008.0,Racing,0.41,,,7.8,6.0,E
4735,Call of Duty: Advanced Warfare,PC,2014.0,Shooter,0.41,78.0,18.0,4.5,1136.0,M
4736,Mario no Super Picross,SNES,1995.0,Puzzle,0.41,,,,,
4737,UEFA Euro 2008 Austria-Switzerland,PS3,2008.0,Sports,0.41,,,,,
4738,"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005.0,Platform,0.41,50.0,5.0,7.6,16.0,E
4739,Jikkyou Powerful Pro Yakuu '94,SNES,1994.0,Sports,0.41,,,,,
4740,Disney's Tarzan Untamed,PS2,2001.0,Platform,0.41,59.0,7.0,7.1,7.0,E
4741,WWE All Stars,PS3,2011.0,Fighting,0.41,75.0,51.0,6.4,36.0,T
4742,Green Day: Rock Band,X360,2010.0,Misc,0.41,75.0,54.0,6.6,32.0,T
4743,Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,0.41,56.0,6.0,6.0,4.0,E10+
4744,Resistance: Burning Skies,PSV,2012.0,Shooter,0.41,60.0,63.0,6.8,245.0,M
4745,Battlefield 2: Modern Combat,X360,2006.0,Shooter,0.41,77.0,54.0,7.3,79.0,T
4746,Rocksmith 2014,XOne,2014.0,Misc,0.41,,,,,
4747,Knockout Kings 2001,PS,2000.0,Fighting,0.41,84.0,11.0,8.5,6.0,T
4748,From Russia With Love,PS2,2005.0,Action,0.41,69.0,29.0,7.6,36.0,T
4749,Fantastic Pets,X360,2011.0,Simulation,0.41,66.0,11.0,7.5,4.0,E
4750,BlazBlue: Continuum Shift,PS3,2010.0,Fighting,0.41,87.0,29.0,8.0,65.0,T
4751,Duke Nukem Forever,PC,2011.0,Shooter,0.41,54.0,48.0,5.7,1183.0,M
4752,Dragon Quest X,WiiU,2013.0,Role-Playing,0.41,,,,,
4753,Minority Report: Everybody Runs,PS2,2002.0,Action,0.41,50.0,26.0,5.0,14.0,T
4754,Katamari Forever,PS3,2009.0,Puzzle,0.4,74.0,51.0,8.1,50.0,E
4755,Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,PS,2003.0,Misc,0.4,,,,,
4756,NFL GameDay 2002,PS,2001.0,Sports,0.4,62.0,10.0,8.8,4.0,E
4757,Pengo,2600,1983.0,Adventure,0.4,,,,,
4758,Spider-Man: Web of Shadows,X360,2008.0,Action,0.4,68.0,57.0,8.6,87.0,T
4759,Naughty Bear,X360,2010.0,Action,0.4,43.0,51.0,5.6,70.0,T
4760,Mouse Trap,2600,1981.0,Action,0.4,,,,,
4761,Tak and the Power of Juju,GC,2003.0,Platform,0.4,71.0,16.0,8.2,9.0,E
4762,Six Flags Fun Park,Wii,2009.0,Misc,0.4,43.0,7.0,7.1,7.0,E10+
4763,Just Dance Kids 2,X360,2011.0,Misc,0.4,,,7.13,,E
4764,Beowulf: The Game,X360,2007.0,Action,0.4,51.0,23.0,4.7,30.0,M
4765,NBA Jam,Wii,2010.0,Sports,0.4,79.0,43.0,8.5,20.0,E
4766,Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,0.4,77.0,10.0,8.6,46.0,E
4767,Dragon Quest Builders: Revive Alefgard,PS4,2016.0,Role-Playing,0.4,,,,,
4768,Star Wars The Clone Wars: Republic Heroes,PSP,2009.0,Action,0.4,,,7.13,,T
4769,Tales of Zestiria,PS4,2015.0,Role-Playing,0.4,72.0,59.0,6.8,315.0,T
4770,Metal Gear Solid: The Legacy Collection,PS3,2013.0,Adventure,0.4,93.0,4.0,9.0,255.0,M
4771,Medarot: Kabuto / Kuwagata Version,GB,1997.0,Role-Playing,0.4,,,,,
4772,NBA 2K10,PS2,2009.0,Sports,0.4,,,8.6,11.0,E
4773,Defender,PS2,2002.0,Misc,0.4,73.0,24.0,7.8,6.0,T
4774,NFL GameDay 2003,PS2,,Sports,0.4,60.0,23.0,7.13,,E
4775,TNA iMPACT!,PS3,2008.0,Fighting,0.4,,,,,
4776,Taiko no Tatsujin Wii: Dodon to 2 Yome!,Wii,2009.0,Misc,0.4,,,,,
4777,Congo Bongo,2600,1982.0,Action,0.4,,,,,
4778,Gauntlet: Seven Sorrows,PS2,2005.0,Role-Playing,0.4,59.0,38.0,5.7,20.0,T
4779,Harry Potter: Quidditch World Cup,GC,2003.0,Sports,0.4,68.0,16.0,8.5,10.0,E
4780,Warriors Orochi 2 (JP sales),PS2,2008.0,Action,0.4,,,,,
4781,Cabela's Big Game Hunter 2010,PS3,2009.0,Sports,0.4,,,5.0,9.0,T
4782,Overlord,X360,2007.0,Strategy,0.4,76.0,47.0,8.3,70.0,T
4783,The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,0.4,67.0,6.0,7.0,8.0,T
4784,The Incredibles: Rise of the Underminer,GBA,2005.0,Action,0.4,,,7.13,,E
4785,Life is Strange,PS4,2016.0,Adventure,0.4,85.0,23.0,8.6,672.0,M
4786,Pet in TV,PS,1997.0,Strategy,0.4,,,,,
4787,Battalion Wars,GC,2005.0,Strategy,0.4,76.0,43.0,8.8,18.0,T
4788,NBA ShootOut 2000,PS,1999.0,Sports,0.4,,,,,
4789,Power Rangers: Dino Thunder,GC,2004.0,Action,0.4,49.0,6.0,7.13,,E
4790,Samurai Shodown,SNES,1994.0,Fighting,0.4,,,,,
4791,Mass Effect Trilogy,X360,2012.0,Action,0.4,,,7.4,30.0,M
4792,The Wonderful 101,WiiU,2013.0,Action,0.4,78.0,75.0,8.5,495.0,T
4793,SpongeBob SquigglePants,Wii,2011.0,Misc,0.4,59.0,12.0,7.13,,E
4794,Fighting Vipers,SAT,1995.0,Fighting,0.4,,,,,
4795,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009.0,Action,0.4,,,,,
4796,NCAA GameBreaker 2000,PS,1999.0,Sports,0.4,,,,,
4797,Asura's Wrath,PS3,2012.0,Action,0.4,71.0,39.0,7.4,169.0,T
4798,The Legend of Spyro: Dawn of the Dragon,PS2,2008.0,Platform,0.4,,,7.1,25.0,E10+
4799,AKB1/48: Idol to Guam de Koishitara...,PSP,2011.0,Misc,0.4,,,,,
4800,NFL Quarterback Club 2000,N64,1999.0,Sports,0.4,,,,,
4801,Mortal Kombat Mythologies: Sub-Zero,N64,1997.0,Fighting,0.4,,,,,
4802,RR64: Ridge Racer 64,N64,1999.0,Racing,0.4,,,,,
4803,Top Gear Rally,N64,1997.0,Racing,0.4,,,,,
4804,18 Wheeler: American Pro Trucker,PS2,2001.0,Racing,0.4,61.0,11.0,5.7,18.0,E
4805,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PSP,2009.0,Shooter,0.4,,,,,
4806,Wall-E,PS3,2008.0,Platform,0.4,51.0,24.0,5.0,7.0,E
4807,Atari Anthology,PS2,2004.0,Misc,0.4,66.0,12.0,4.3,6.0,E
4808,FIFA 14,PC,2013.0,Sports,0.4,87.0,6.0,4.6,441.0,E
4809,Bugs Bunny: Lost in Time,PS,1999.0,Platform,0.4,,,,,
4810,Hot Wheels: Beat That!,PS2,2007.0,Racing,0.4,,,7.13,,E
4811,MLB 2006,PS2,2005.0,Sports,0.4,81.0,32.0,9.0,21.0,E
4812,Ragnarok Odyssey,PSV,2012.0,Role-Playing,0.4,66.0,21.0,7.8,111.0,T
4813,Brunswick Pro Bowling,PS2,2007.0,Sports,0.4,,,7.13,,E
4814,The Gunstringer,X360,2011.0,Shooter,0.4,77.0,60.0,8.1,40.0,T
4815,Rocket Power: Dream Scheme,GBA,2001.0,Action,0.4,,,,,
4816,Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,0.4,73.0,31.0,7.3,29.0,T
4817,LEGO Harry Potter: Years 5-7,3DS,,Action,0.4,71.0,7.0,6.5,11.0,E10+
4818,My Virtual Tutor: Reading Adventure First to Second Grade,DS,2009.0,Misc,0.4,,,,,
4819,MX vs. ATV Unleashed,XB,2005.0,Racing,0.4,80.0,21.0,8.3,13.0,E
4820,FIFA Soccer 13,PC,2012.0,Action,0.4,86.0,7.0,6.6,286.0,E
4821,Rampage: Total Destruction,GC,2006.0,Action,0.4,57.0,24.0,6.7,6.0,E10+
4822,Style Lab: Makeover,DS,2009.0,Simulation,0.4,,,7.13,,E
4823,The Urbz: Sims in the City,GC,2004.0,Simulation,0.4,73.0,19.0,8.4,16.0,T
4824,Road Rash: Jailbreak,PS,1999.0,Racing,0.4,,,,,
4825,Disney Sing It! High School Musical 3: Senior Year,PS3,2008.0,Misc,0.4,,,,,
4826,Mother 3,GBA,2006.0,Role-Playing,0.4,,,,,
4827,Nicktoons: Freeze Frame Frenzy,GBA,2004.0,Action,0.4,53.0,4.0,7.13,,E
4828,Monster Trucks Mayhem,Wii,2009.0,Racing,0.4,,,7.13,,E
4829,You Don't Know Jack,PS,1999.0,Misc,0.4,,,,,
4830,Rapala Pro Bass Fishing 2010,X360,2010.0,Sports,0.4,,,7.13,,E
4831,WWE SmackDown! vs. RAW 2006,PSP,2005.0,Fighting,0.4,81.0,30.0,8.5,37.0,T
4832,Mafia II,PC,2010.0,Action,0.4,77.0,46.0,7.9,1238.0,M
4833,Avatar: The Game,DS,2009.0,Action,0.4,,,,,
4834,Mystery Dungeon: Shiren the Wanderer,SNES,1995.0,Role-Playing,0.4,,,,,
4835,Pro Evolution Soccer 2016,PS3,2015.0,Sports,0.4,,,7.2,40.0,E
4836,Star Wars: Clone Wars,GC,2002.0,Shooter,0.4,,,,,
4837,NBA Live 2002,XB,2001.0,Sports,0.4,76.0,15.0,7.5,6.0,E
4838,Sega Superstars Tennis,PS3,2008.0,Sports,0.4,67.0,31.0,7.4,7.0,E10+
4839,Spore Hero,Wii,2009.0,Simulation,0.4,61.0,23.0,7.1,36.0,E10+
4840,Winter Sports 2: The Next Challenge,Wii,2008.0,Sports,0.4,,,7.13,,E
4841,Boku no Natsuyasumi,PS,2000.0,Adventure,0.4,,,,,
4842,I-Ninja,PS2,2003.0,Platform,0.4,73.0,39.0,8.3,22.0,T
4843,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS3,2007.0,Action,0.4,,,,,
4844,Moshi Monsters: Moshlings Theme Park,DS,2012.0,Misc,0.4,,,7.13,,E
4845,Ghostbusters: The Video Game,DS,2009.0,Action,0.4,55.0,17.0,6.0,7.0,E
4846,Command & Conquer,PS,1996.0,Strategy,0.4,,,,,
4847,Harvest Moon: Save the Homeland,PS2,,Simulation,0.4,76.0,14.0,8.8,72.0,E
4848,SD Gundam G Generation Seed,PS2,2004.0,Strategy,0.4,,,,,
4849,Call of Duty: Finest Hour,GC,2004.0,Shooter,0.4,74.0,31.0,8.9,13.0,T
4850,Naruto: Path of the Ninja,DS,2007.0,Role-Playing,0.4,57.0,18.0,7.2,9.0,E10+
4851,Tales of Phantasia,SNES,1995.0,Role-Playing,0.4,,,,,
4852,Speed Racer: The Videogame,Wii,2008.0,Racing,0.4,,,,,
4853,Castlevania: Portrait of Ruin,DS,2006.0,Platform,0.4,85.0,51.0,8.3,87.0,T
4854,Suzuki TT Superbikes,PS2,2005.0,Racing,0.4,71.0,7.0,8.5,8.0,E
4855,Rumble Roses,PS2,2004.0,Fighting,0.39,66.0,44.0,8.5,20.0,M
4856,Disney Infinity 3.0,X360,2015.0,Action,0.39,,,,,
4857,Tomb Raider: Anniversary,X360,2007.0,Action,0.39,77.0,33.0,8.3,39.0,T
4858,Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,0.39,57.0,8.0,3.1,9.0,E
4859,Fantastic Four: Rise of the Silver Surfer,PS2,2007.0,Action,0.39,36.0,7.0,6.4,17.0,T
4860,Ultimate Spider-Man,XB,2005.0,Action,0.39,77.0,53.0,7.4,20.0,T
4861,Littlest Pet Shop,Wii,2008.0,Simulation,0.39,,,7.13,,E
4862,Juiced 2: Hot Import Nights,PS2,2007.0,Racing,0.39,66.0,4.0,6.7,10.0,T
4863,Star Wars The Clone Wars: Republic Heroes,DS,2009.0,Action,0.39,,,5.3,4.0,E10+
